Category,Text
Electronics,"Decals Design 'Dreamy Pink Flowers Blowing' Wall Sticker (PVC Vinyl, 50 cm x 70 cm, Multicolour) Ideal for family lounge, bedroom, cafe and restaurant, kids room, nursery room etc. PVC, non-toxic and waterproof. These wall stickers decorate your home just in minutes. Easy installation the surface you wish to attach your decal must be clean and free from dust, grease or any other contamination. Simply peel those pre-cut pieces of wall stickers off from the backing paper and apply them to the desired area. Refer to the finished design shown in between the sheet and follow the numbers mentioned on the pieces to form the desired pattern. Freshly painted or lacquered surfaces must be allowed to completely cure for minimum 30 days before the decal is applied. After pasting the wall stickers on your wall, press firmly along the border and remove air bubbles if any. Repeat, if required. Do not apply on wet walls. It will be helpful and fun if you take help of your friends or family members."
Electronics,"KraftInn Bamboo Floor Lamp (Brown, 28-inch)"
Electronics,"Decals Design 'Chinese Lamps Lantern on Floral Branch' Wall Sticker (PVC Vinyl, 90 cm x 60 cm, Multicolour) Ideal for family lounge, bedroom, cafe and restaurant, kids room, nursery room etc. PVC, non-toxic and waterproof. These wall stickers decorate your home just in minutes. Easy installation the surface you wish to attach your decal must be clean and free from dust, grease or any other contamination. Simply peel those pre-cut pieces of wall stickers off from the backing paper and apply them to the desired area. Refer to the finished design shown in between the sheet and follow the numbers mentioned on the pieces to form the desired pattern. Freshly painted or lacquered surfaces must be allowed to completely cure for minimum 30 days before the decal is applied. After pasting the wall stickers on your wall, press firmly along the border and remove air bubbles if any. Repeat, if required. Do not apply on wet walls. It will be helpful and fun if you take help of your friends or family members."
Electronics,"Daedal Dream Catchers Rose Door Set, (Pink) Daedal Crafters is a brand which deals with the handmade products. The raw materials used are handpicked to meet the quality control and are exquisite. Personal care is given to the production of each product. Daedal Crafters aim to deliver products that are aesthetically appealing and are guaranteed to add colour and brighten any room they are showcased in. Daedal Crafters employ women who aren't financially well off and they are the only source of livelihood. The products are handcrafted these women meticulously."
Electronics,"SAF 'Flower Floral' Painting (Synthetic, 13.5 inch x 22 inch) Color:Multicolour                                                                                 |                            Size:35 cm x 3 cm x 38 cm   It is a textured effect canvas print with UV which gives a multi-effect. It is in a Italian designed frame in a synthetic material."
Electronics,"Decals Design 'Chinese Lamps Lantern on Floral Branch' Wall Sticker (PVC Vinyl, 90 cm x 60 cm, Multicolour) Ideal for family lounge, bedroom, cafe and restaurant, kids room, nursery room etc. PVC, non-toxic and waterproof. These wall stickers decorate your home just in minutes. Easy installation the surface you wish to attach your decal must be clean and free from dust, grease or any other contamination. Simply peel those pre-cut pieces of wall stickers off from the backing paper and apply them to the desired area. Refer to the finished design shown in between the sheet and follow the numbers mentioned on the pieces to form the desired pattern. Freshly painted or lacquered surfaces must be allowed to completely cure for minimum 30 days before the decal is applied. After pasting the wall stickers on your wall, press firmly along the border and remove air bubbles if any. Repeat, if required. Do not apply on wet walls. It will be helpful and fun if you take help of your friends or family members."
Electronics,"Asian Hobby Crafts Flower Making Floral Tape, Green Colour:Green   Flower making essentials. All flower making crafts require pollens, wired velvet leaves, floral tapes, stocking or organdie cloth or duplex crepe paper to make flowers and of course wires in different thickness and colours to make stems and branches. Here we have all kinds of materials in all colours and variety possible, available to fulfil all kinds of flower making ideas and projects. Floral paper tape. Size 12mm x 20 yards in each roll. Colours: leaf green, moss green, white and brown. These are imported original quality paper tapes used just for flower making. Very high quality all weather tapes which will neither loosen or dry with change of weather. Method of using: simply roll over the required wired with little stretched grip and rotating the wire with finger and thumb, this will stick the tape nicely and firmly without loosing over. These tapes use wax-glue so never get dried for long time."
Electronics,"Asian Hobby Crafts Mini Flower Making Kit Asain hobby crafts DIY flower making kit contents: stocking, pearl shining pollens, velvet leaves, flexible wire, green floral tape, green tape wire."
Electronics,"Asian Hobby Crafts Flower Making Floral Tape, White (12mm, 2 Pieces) Colour:White   Asian Hobby Crafts floral tape is an ultimate accessory for completing your floral arrangement. This paper made tape gives an elegant and beautiful texture to your bouquet of flowers. The paper base is impregnated with a special type of wax which provides a strong hold to any surface it is wrapped around. It can also be used for various types of decorations. Fine texture and smooth finish makes it the perfect utility to provide a natural finish to your floral arrangement."
Electronics,"Asian Hobby Crafts Flower Making Floral Tape, Brown (12mm, Pack of 6) Flower making essentials. All flower making crafts require pollens, wired velvet leaves, floral tapes, stocking or organdie cloth or duplex crepe paper to make flowers and of course wires in different thickness and colours to make stems and branches. Here we have all kinds of materials in all colours and variety possible, available to fulfil all kinds of flower making ideas and projects. Floral paper tape. Size 12mmx20 yards in each roll. Colours: leaf green, moss green, white and brown. These are imported original quality paper tapes used just for flower making. Very high quality all weather tapes which will neither loosen or dry with change of weather. Method of using: simply roll over the required wired with little stretched grip and rotating the wire with finger and thumb, this will stick the tape nicely and firmly without loosing over. These tapes use wax-glue so never get dried for long time."
Electronics,"Vardhman Hard Wire Flower Making Tape (12-inches, Green) - Set of 40 These are very good quality hard wire green tape coated, used in flower making, art and craft, decorations, DIY projects. Comes in set of 40 wires."
Electronics,"Asian Hobby Crafts Flower Making Floral Tape, Green (12mm, 12 Pieces) Asian Hobby Crafts floral tape is an ultimate accessory for completing your floral arrangement. This paper made tape gives an elegant and beautiful texture to your bouquet of flowers. The paper base is impregnated with a special type of wax which provides a strong hold to any surface it is wrapped around. It can also be used for various types of decorations. Fine texture and smooth finish makes it the perfect utility to provide a natural finish to your floral arrangement."
Electronics,"Vardhman Flower Making Green Cloth Tape (35m) - Pack of 6 Floral making Green cloth Tape Is Used To Cover Sticks In Flower Making . It Is Adhesive Free . You Have To Just Stretch Around Wire & It Will Get Sticked , Very Good Quality, 35 Mt Each , Set Of 6"
